timestamp,xRequestId,matchPath,method,status,path,userAgent
"Feb 22, 2024 @ 21:03:57.611","d6d8f340-d182-11ee-9c29-61a5292d5039","/v21/users/me/rents/:id(\d+)$",DELETE,200,"/v21/users/me/rents/45373355","WeMoScooter/4.8.0 (Android 13; Manufacturer: samsung, MarketName: SM-G9910, Model: SM-G9910, Codename: o1q, DeviceName: SM-G9910)"
"Feb 22, 2024 @ 21:03:48.962","d1ae0360-d182-11ee-bbad-81b26904e1da","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373406","WeMoScooter/4.16.1 (iOS 17.3.1; iPhone15Pro)"
"Feb 22, 2024 @ 21:03:40.523","c7b007a0-d182-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373395","WeMoScooter/4.16.1 (iOS 16.1; iPhone11)"
"Feb 22, 2024 @ 21:03:24.938","c357aa00-d182-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373452","WeMoScooter/4.15.0 (iOS 17.2.1; iPhone11)"
"Feb 22, 2024 @ 21:03:24.937","c35d7660-d182-11ee-bbad-81b26904e1da","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373311","WeMoScooter/4.16.1 (iOS 16.7.2; iPhone12ProMax)"
"Feb 22, 2024 @ 21:03:18.927","bf9ec0b0-d182-11ee-a3f7-2fe733b2cc84","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373386","WeMoScooter/4.16.1 (Android 14; Manufacturer: Google, MarketName: Pixel 6A, Model: Pixel 6a, Codename: bluejay, DeviceName: Pixel 6A)"
"Feb 22, 2024 @ 21:03:15.981","be038740-d182-11ee-b9f9-e703d98fd1ab","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373338","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone13ProMax)"
"Feb 22, 2024 @ 21:02:42.389","aa025fa0-d182-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373384","WeMoScooter/4.16.1 (iOS 17.3.1; iPhone15Pro)"
"Feb 22, 2024 @ 21:02:33.195","a4833540-d182-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373296","WeMoScooter/4.15.0 (iOS 17.3.1; iPhone11)"
"Feb 22, 2024 @ 21:02:17.489","9b2c27e0-d182-11ee-94c3-1120e9b28dc9","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373443","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 21:01:49.008","89e00e20-d182-11ee-bd63-ed5d67962b50","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373390","WeMoScooter/4.15.0 (iOS 15.6.1; iPhone8Plus)"
"Feb 22, 2024 @ 21:01:42.758","8677b5d0-d182-11ee-bd63-ed5d67962b50","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373345","WeMoScooter/4.15.0 (iOS 17.2.1; iPhone14)"
"Feb 22, 2024 @ 21:01:39.689","84a280a0-d182-11ee-a22f-1ba4c6f85202","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373284","WeMoScooter/4.16.1 (Android 14; Manufacturer: samsung, MarketName: SM-A5460, Model: SM-A5460, Codename: a54x, DeviceName: SM-A5460)"
"Feb 22, 2024 @ 21:01:32.131","80218c60-d182-11ee-94c3-1120e9b28dc9","/v21/users/me/rents/:id(\d+)$",DELETE,200,"/v21/users/me/rents/45373371","WeMoScooter/4.8.0 (iOS 17.2; iPhone11)"
"Feb 22, 2024 @ 21:01:19.666","77a3a0f0-d182-11ee-94c3-1120e9b28dc9","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373285","WeMoScooter/4.16.1 (iOS 17.3.1; iPhone15ProMax)"
"Feb 22, 2024 @ 21:01:07.983","71c3b8f0-d182-11ee-94c3-1120e9b28dc9","/v22/users/me/rents/:id(\d+)$",DELETE,404,"/v22/users/me/rents/45373022","WeMoScooter/4.14.0 (iOS 16.1.1; iPhone13)"
"Feb 22, 2024 @ 21:00:44.964","640336f0-d182-11ee-94c3-1120e9b28dc9","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373389","WeMoScooter/4.16.1 (iOS 17.1.2; iPhone14ProMax)"
"Feb 22, 2024 @ 21:00:02.764","4ad87f00-d182-11ee-bd63-ed5d67962b50","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373271","WeMoScooter/4.16.1 (iOS 17.0.3; iPhone11)"
"Feb 22, 2024 @ 20:59:49.576","42faf240-d182-11ee-9c29-61a5292d5039","/v22/users/me/rents/:id(\d+)$",DELETE,200,"/v22/users/me/rents/45373398","WeMoScooter/4.11.1 (iOS 17.1.1; iPhone12)"
"Feb 22, 2024 @ 20:59:48.039","421721f0-d182-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373298","WeMoScooter/4.16.1 (iOS 16.1.1; iPhone11)"
"Feb 22, 2024 @ 20:59:41.635","3e4b4ce0-d182-11ee-a4fc-1772698914a7","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45373048","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone12ProMax)"
"Feb 22, 2024 @ 20:58:56.481","23476820-d182-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373391","WeMoScooter/4.16.1 (iOS 16.1; iPhone11)"
"Feb 22, 2024 @ 20:58:51.597","2072c450-d182-11ee-8106-cdc15315ccc3","/v21/users/me/rents/:id(\d+)$",DELETE,200,"/v21/users/me/rents/45373330","WeMoScooter/4.8.0 (iOS 15.5; iPhone8)"
"Feb 22, 2024 @ 20:58:44.961","1c7d9550-d182-11ee-a7f5-5ffdfbacedec","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373310","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone11)"
"Feb 22, 2024 @ 20:58:30.063","139b1bb0-d182-11ee-aca4-db141d948610","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373252","WeMoScooter/4.16.1 (iOS 17.3.1; iPhone15Pro)"
"Feb 22, 2024 @ 20:58:24.358","0f1df800-d182-11ee-a3f7-2fe733b2cc84","/v22/users/me/rents/:id(\d+)$",DELETE,200,"/v22/users/me/rents/45373281","WeMoScooter/4.13.1 (iOS 16.1.1; unrecognized)"
"Feb 22, 2024 @ 20:58:20.473","0de3a340-d182-11ee-b9f9-e703d98fd1ab","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373230","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone13Pro)"
"Feb 22, 2024 @ 20:58:04.702","0464e9a0-d182-11ee-bbad-81b26904e1da","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373265","WeMoScooter/4.16.1 (iOS 16.6; iPhone13)"
"Feb 22, 2024 @ 20:58:04.041","0418ec80-d182-11ee-a22f-1ba4c6f85202","/v22/users/me/rents/:id(\d+)$",DELETE,200,"/v22/users/me/rents/45373208","WeMoScooter/4.11.1 (iOS 17.1.1; iPhone14ProMax)"
"Feb 22, 2024 @ 20:57:50.804","fc34a900-d181-11ee-8106-cdc15315ccc3","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373203","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone15)"
"Feb 22, 2024 @ 20:57:37.635","f45bb020-d181-11ee-94c3-1120e9b28dc9","/v21/users/me/rents/:id(\d+)$",DELETE,200,"/v21/users/me/rents/45373153","WeMoScooter/4.8.0 (iOS 17.2; iPhone11)"
"Feb 22, 2024 @ 20:57:35.374","f301c570-d181-11ee-a4fc-1772698914a7","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373280","WeMoScooter/4.16.1 (Android 13; Manufacturer: Google, MarketName: Pixel 6, Model: Pixel 6, Codename: oriole, DeviceName: Pixel 6)"
"Feb 22, 2024 @ 20:57:17.294","e83926b0-d181-11ee-b9f9-e703d98fd1ab","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45373112","WeMoScooter/4.16.1 (iOS 15.6.1; iPhoneSE2)"
"Feb 22, 2024 @ 20:57:17.215","e8377900-d181-11ee-a7f5-5ffdfbacedec","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45373112","WeMoScooter/4.16.1 (iOS 15.6.1; iPhoneSE2)"
"Feb 22, 2024 @ 20:57:17.214","e837c720-d181-11ee-94c3-1120e9b28dc9","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45373112","WeMoScooter/4.16.1 (iOS 15.6.1; iPhoneSE2)"
"Feb 22, 2024 @ 20:57:17.191","e832e520-d181-11ee-8c41-6bbbb8286874","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45373112","WeMoScooter/4.16.1 (iOS 15.6.1; iPhoneSE2)"
"Feb 22, 2024 @ 20:57:17.190","e832be10-d181-11ee-a7f5-5ffdfbacedec","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45373112","WeMoScooter/4.16.1 (iOS 15.6.1; iPhoneSE2)"
"Feb 22, 2024 @ 20:57:08.597","e30c3b00-d181-11ee-bbad-81b26904e1da","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373214","WeMoScooter/4.16.1 (iOS 16.6.1; iPhoneSE2)"
"Feb 22, 2024 @ 20:57:08.248","e2de4d30-d181-11ee-b9f9-e703d98fd1ab","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45373128","WeMoScooter/4.15.0 (Android 12; Manufacturer: samsung, MarketName: SM-N9750, Model: SM-N9750, Codename: d2q, DeviceName: SM-N9750)"
"Feb 22, 2024 @ 20:57:05.956","e16b5c40-d181-11ee-a3f7-2fe733b2cc84","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373186","WeMoScooter/4.15.0 (Android 13; Manufacturer: asus, MarketName: ASUS_AI2201_F, Model: ASUS_AI2201_F, Codename: ASUS_AI2201, DeviceName: ASUS_AI2201_F)"
"Feb 22, 2024 @ 20:56:59.149","dd6b57d0-d181-11ee-a7f5-5ffdfbacedec","/v21/users/me/rents/:id(\d+)$",DELETE,200,"/v21/users/me/rents/45373145","WeMoScooter/4.8.0 (Android 13; Manufacturer: samsung, MarketName: SM-G9910, Model: SM-G9910, Codename: o1q, DeviceName: SM-G9910)"
"Feb 22, 2024 @ 20:56:49.723","d7c71940-d181-11ee-8106-cdc15315ccc3","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373206","WeMoScooter/4.16.1 (Android 13; Manufacturer: Xiaomi, MarketName: 2201116TG, Model: 2201116TG, Codename: viva, DeviceName: 2201116TG)"
"Feb 22, 2024 @ 20:56:47.030","d62fb060-d181-11ee-a3f7-2fe733b2cc84","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373212","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 20:56:25.138","c925d430-d181-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373211","WeMoScooter/4.15.0 (Android 13; Manufacturer: realme, MarketName: RMX3741, Model: RMX3741, Codename: RE58B6L1, DeviceName: RMX3741)"
"Feb 22, 2024 @ 20:56:21.100","c6a591f0-d181-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373193","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone14)"
"Feb 22, 2024 @ 20:56:11.780","c1146630-d181-11ee-a4fc-1772698914a7","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373303","WeMoScooter/4.15.0 (iOS 16.6; iPhone12)"
"Feb 22, 2024 @ 20:55:50.535","b485ad70-d181-11ee-aca4-db141d948610","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373235","WeMoScooter/4.16.1 (iOS 17.2.1; iPhoneXR)"
"Feb 22, 2024 @ 20:55:42.105","af863a60-d181-11ee-8c41-6bbbb8286874","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45372771","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 20:55:42.079","af7a2c70-d181-11ee-a22f-1ba4c6f85202","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45372771","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 20:55:21.736","a31ac110-d181-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373315","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone15ProMax)"
"Feb 22, 2024 @ 20:55:08.389","9b644450-d181-11ee-bd63-ed5d67962b50","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373307","WeMoScooter/4.15.0 (iOS 17.2.1; iPhone14Pro)"
"Feb 22, 2024 @ 20:55:02.456","97d2b920-d181-11ee-8106-cdc15315ccc3","/v21/users/me/rents/:id(\d+)$",DELETE,200,"/v21/users/me/rents/45373323","WeMoScooter/4.8.0 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 20:55:00.999","96ffd8c0-d181-11ee-94c3-1120e9b28dc9","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373242","WeMoScooter/4.15.0 (iOS 17.2.1; iPhone12ProMax)"
"Feb 22, 2024 @ 20:54:53.881","92c0f690-d181-11ee-bd63-ed5d67962b50","/v21/users/me/rents/:id(\d+)$",DELETE,200,"/v21/users/me/rents/45373318","WeMoScooter/4.8.0 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 20:54:47.874","8f2ad780-d181-11ee-8c41-6bbbb8286874","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373095","WeMoScooter/4.16.1 (iOS 16.1.1; iPhone12Mini)"
"Feb 22, 2024 @ 20:54:36.798","8893d480-d181-11ee-8106-cdc15315ccc3","/v21/users/me/rents/:id(\d+)$",DELETE,200,"/v21/users/me/rents/45373317","WeMoScooter/4.8.0 (iOS 17.1.2; iPhone14Pro)"
"Feb 22, 2024 @ 20:54:28.963","838d0e70-d181-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373313","WeMoScooter/4.15.0 (iOS 17.3.1; iPhone13Pro)"
"Feb 22, 2024 @ 20:54:16.019","7c2d8b50-d181-11ee-a22f-1ba4c6f85202","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373304","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone15ProMax)"
"Feb 22, 2024 @ 20:54:01.608","738d23c0-d181-11ee-aca4-db141d948610","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373297","WeMoScooter/4.16.1 (iOS 16.7.2; iPhone12ProMax)"
"Feb 22, 2024 @ 20:53:42.816","68637940-d181-11ee-8106-cdc15315ccc3","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373299","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone15ProMax)"
"Feb 22, 2024 @ 20:53:35.766","64320490-d181-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373289","WeMoScooter/4.15.0 (iOS 16.3; iPhone13)"
"Feb 22, 2024 @ 20:53:32.533","62432ce0-d181-11ee-a22f-1ba4c6f85202","/v22/users/me/rents/:id(\d+)$",DELETE,200,"/v22/users/me/rents/45373115","WeMoScooter/4.14.0 (Android 11; Manufacturer: Sony, MarketName: J9210, Model: J9210, Codename: J9210, DeviceName: J9210)"
"Feb 22, 2024 @ 20:53:26.664","5ec3f130-d181-11ee-b9f9-e703d98fd1ab","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373277","WeMoScooter/4.16.1 (Android 14; Manufacturer: samsung, MarketName: SM-S9180, Model: SM-S9180, Codename: dm3q, DeviceName: SM-S9180)"
"Feb 22, 2024 @ 20:53:26.339","5e92a800-d181-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373114","WeMoScooter/4.16.1 (Android 13; Manufacturer: Sony, MarketName: XQ-BC72, Model: XQ-BC72, Codename: XQ-BC72, DeviceName: XQ-BC72)"
"Feb 22, 2024 @ 20:53:25.704","5e31ea60-d181-11ee-a22f-1ba4c6f85202","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373288","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone15ProMax)"
"Feb 22, 2024 @ 20:53:22.581","5c0ce780-d181-11ee-a4fc-1772698914a7","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373278","WeMoScooter/4.15.0 (iOS 17.3.1; iPhone11)"
"Feb 22, 2024 @ 20:53:10.493","551aa520-d181-11ee-8106-cdc15315ccc3","/v22/users/me/rents/:id(\d+)$",DELETE,200,"/v22/users/me/rents/45373105","WeMoScooter/4.11.0 (iOS 16.3.1; iPhone13ProMax)"
"Feb 22, 2024 @ 20:53:10.457","551b4160-d181-11ee-a4fc-1772698914a7","/v22/users/me/rents/:id(\d+)$",DELETE,200,"/v22/users/me/rents/45373105","WeMoScooter/4.11.0 (iOS 16.3.1; iPhone13ProMax)"
"Feb 22, 2024 @ 20:53:10.439","551f3900-d181-11ee-a22f-1ba4c6f85202","/v22/users/me/rents/:id(\d+)$",DELETE,404,"/v22/users/me/rents/45373105","WeMoScooter/4.11.0 (iOS 16.3.1; iPhone13ProMax)"
"Feb 22, 2024 @ 20:53:10.435","551e2790-d181-11ee-9c29-61a5292d5039","/v22/users/me/rents/:id(\d+)$",DELETE,404,"/v22/users/me/rents/45373105","WeMoScooter/4.11.0 (iOS 16.3.1; iPhone13ProMax)"
"Feb 22, 2024 @ 20:52:11.315","31da98e0-d181-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373274","WeMoScooter/4.15.0 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 20:52:07.494","2f8c8a30-d181-11ee-a4fc-1772698914a7","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373272","WeMoScooter/4.16.1 (Android 12; Manufacturer: samsung, MarketName: SM-G9900, Model: SM-G9900, Codename: r9q, DeviceName: SM-G9900)"
"Feb 22, 2024 @ 20:51:59.839","2b08afc0-d181-11ee-aca4-db141d948610","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45372809","WeMoScooter/4.16.1 (iOS 16.0.2; iPhone14Pro)"
"Feb 22, 2024 @ 20:51:59.697","2af500b0-d181-11ee-94c3-1120e9b28dc9","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45372809","WeMoScooter/4.16.1 (iOS 16.0.2; iPhone14Pro)"
"Feb 22, 2024 @ 20:51:52.621","26aca8a0-d181-11ee-b9f9-e703d98fd1ab","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373269","WeMoScooter/4.15.0 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 20:51:38.257","1e2e20f0-d181-11ee-aca4-db141d948610","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45372923","WeMoScooter/4.16.1 (iOS 17.0.3; iPhone11)"
"Feb 22, 2024 @ 20:51:37.359","1d9c6840-d181-11ee-a7f5-5ffdfbacedec","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373262","WeMoScooter/4.15.0 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 20:51:34.850","1c269120-d181-11ee-8c41-6bbbb8286874","/v23/users/me/rents/:id(\d+)$",DELETE,401,"/v23/users/me/rents/45372923","WeMoScooter/4.16.1 (iOS 17.0.3; iPhone11)"
"Feb 22, 2024 @ 20:51:34.455","1be1bff0-d181-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373068","WeMoScooter/4.16.1 (iOS 16.6; iPhone13)"
"Feb 22, 2024 @ 20:51:23.188","1529c770-d181-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373254","WeMoScooter/4.15.0 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 20:51:10.370","0ab58a40-d181-11ee-a22f-1ba4c6f85202","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373079","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone14Pro)"
"Feb 22, 2024 @ 20:51:05.926","0ae8f650-d181-11ee-a3f7-2fe733b2cc84","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45372893","WeMoScooter/4.15.0 (Android 13; Manufacturer: realme, MarketName: RMX3771, Model: RMX3771, Codename: RE58B8L1, DeviceName: RMX3771)"
"Feb 22, 2024 @ 20:50:59.292","06d4cda0-d181-11ee-b9f9-e703d98fd1ab","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45373028","WeMoScooter/4.15.0 (iOS 16.3; iPhone13)"
"Feb 22, 2024 @ 20:50:59.112","06d43160-d181-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45373028","WeMoScooter/4.15.0 (iOS 16.3; iPhone13)"
"Feb 22, 2024 @ 20:50:59.028","06cc1b10-d181-11ee-94c3-1120e9b28dc9","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45373028","WeMoScooter/4.15.0 (iOS 16.3; iPhone13)"
"Feb 22, 2024 @ 20:50:59.026","06cc1b10-d181-11ee-8106-cdc15315ccc3","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45373028","WeMoScooter/4.15.0 (iOS 16.3; iPhone13)"
"Feb 22, 2024 @ 20:50:59.018","06ca9470-d181-11ee-94c3-1120e9b28dc9","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45373028","WeMoScooter/4.15.0 (iOS 16.3; iPhone13)"
"Feb 22, 2024 @ 20:50:46.150","fdb6f8b0-d180-11ee-a3f7-2fe733b2cc84","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373216","WeMoScooter/4.15.0 (iOS 17.2.1; iPhone12Mini)"
"Feb 22, 2024 @ 20:50:42.904","fd19a740-d180-11ee-b9f9-e703d98fd1ab","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373237","WeMoScooter/4.15.0 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 20:50:36.144","f927d3a0-d180-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45372950","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone13Pro)"
"Feb 22, 2024 @ 20:50:34.423","f819bf00-d180-11ee-b9f9-e703d98fd1ab","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373080","WeMoScooter/4.15.0 (iOS 16.6; iPhone14Pro)"
"Feb 22, 2024 @ 20:50:23.597","f09b1b20-d180-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373056","WeMoScooter/4.16.1 (Android 13; Manufacturer: samsung, MarketName: SM-G9860, Model: SM-G9860, Codename: y2q, DeviceName: SM-G9860)"
"Feb 22, 2024 @ 20:49:29.704","d18d1fd0-d180-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45372865","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 20:49:29.555","d16e9b50-d180-11ee-bbad-81b26904e1da","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373222","WeMoScooter/4.15.0 (Android 14; Manufacturer: Google, MarketName: Pixel 7, Model: Pixel 7, Codename: panther, DeviceName: Pixel 7)"
"Feb 22, 2024 @ 20:49:23.019","cd886070-d180-11ee-a3f7-2fe733b2cc84","/v22/users/me/rents/:id(\d+)$",DELETE,200,"/v22/users/me/rents/45373197","WeMoScooter/4.11.1 (iOS 17.1.1; iPhone12)"
"Feb 22, 2024 @ 20:49:21.042","cc5ab5e0-d180-11ee-a22f-1ba4c6f85202","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373131","WeMoScooter/4.16.1 (iOS 17.2.1; iPhoneXR)"
"Feb 22, 2024 @ 20:49:17.789","ca6b1ae0-d180-11ee-a22f-1ba4c6f85202","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45372841","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone12)"
"Feb 22, 2024 @ 20:48:34.205","b071c850-d180-11ee-a22f-1ba4c6f85202","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373210","WeMoScooter/4.16.1 (iOS 17.1.1; iPhone11Pro)"
"Feb 22, 2024 @ 20:48:27.394","ac5e8a00-d180-11ee-b9f9-e703d98fd1ab","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373051","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone13Pro)"
"Feb 22, 2024 @ 20:48:27.008","ac279b80-d180-11ee-a3f7-2fe733b2cc84","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373107","WeMoScooter/4.15.0 (Android 13; Manufacturer: realme, MarketName: RMX3741, Model: RMX3741, Codename: RE58B6L1, DeviceName: RMX3741)"
"Feb 22, 2024 @ 20:48:25.973","ab923950-d180-11ee-bbad-81b26904e1da","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45372890","WeMoScooter/4.16.1 (iOS 16.6.1; iPhoneSE2)"
"Feb 22, 2024 @ 20:48:25.931","ab8b0d60-d180-11ee-a3f7-2fe733b2cc84","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45372890","WeMoScooter/4.16.1 (iOS 16.6.1; iPhoneSE2)"
"Feb 22, 2024 @ 20:48:17.446","a66e7560-d180-11ee-b9f9-e703d98fd1ab","/v22/users/me/rents/:id(\d+)$",DELETE,200,"/v22/users/me/rents/45373108","WeMoScooter/4.11.1 (iOS 17.1.1; iPhone14ProMax)"
"Feb 22, 2024 @ 20:48:13.371","a4000d70-d180-11ee-9c29-61a5292d5039","/v23/users/me/rents/:id(\d+)$",DELETE,200,"/v23/users/me/rents/45373057","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone13)"
"Feb 22, 2024 @ 20:48:06.013","9fab8060-d180-11ee-bbad-81b26904e1da","/v23/users/me/rents/:id(\d+)$",DELETE,404,"/v23/users/me/rents/45372964","WeMoScooter/4.16.1 (iOS 17.2.1; iPhone15)"
